Config:
C3_WINDOW_SIZE: 100
BYTES_SAVED_MARGIN: 0.010000
C3_GRAPH_SHARE_SOURCE_NODES: 0
REVERT_BB_IF_C3_BAD: 1
USE_PRUNING_RULES: 1
FINALIZE_GRAPH_RESORT_EDGES: 0
USE_RANDOM_GENERATOR_SAMPLES: 0
IGNORE_BB_ECR: 0
C3_SAMPLE_NUM_RUNS: 49152
C3_SAMPLE_RUN_SIZE: 1
ENABLE_EQUALITY: 1
ENABLE_DICT_1TO1: 1
ENABLE_DICT_1TON: 1
ENABLE_NUMERICAL: 1
ENABLE_DFOR: 1
ENABLE_DICT_SHARING: 1
DICT_EXCEPTION_RATIO_THRESHOLD: 0.100000
EQUALITY_EXCEPTION_RATIO_THRESHOLD: 0.100000
DICTIONARY_COMPRESSION_SCHEME: 0
DICTIONARY_CODES_COMPRESSION_SCHEME: 5
EXCEPTION_COMPRESSION_SCHEME: 0
DFOR_CODES_COMPRESSION_SCHEME: 5
NUMERICAL_CODES_COMPRESSION_SCHEME: 5
SHARE_ROW_GROUP_SCHEME: 1

Compressing: Arade_1; Row Group 0
Dict_1toN: src 16 and target 17; bytes saved source: 0; bytes saved target: 85089
Dict_1to1: src 23 and target 5; bytes saved source: 0; bytes saved target: 76518
Dict_1to1: src 26 and target 11; bytes saved source: 0; bytes saved target: 71094
Equal: src 3 and target 20; bytes saved source: 0; bytes saved target: 55253
Dict_1toN: src 22 and target 18; bytes saved source: -776; bytes saved target: 48547
Dict_1to1: src 6 and target 1; bytes saved source: 0; bytes saved target: 38868
Dict_1to1: src 7 and target 8; bytes saved source: 0; bytes saved target: 38602
Dict Sharing: src 14 and target 19; bytes saved source: -2872; bytes saved target: 37825
Dict_1toN: src 25 and target 21; bytes saved source: 0; bytes saved target: 7957
Compressing: TrainsUK2_1; Row Group 0
Equal: src 8 and target 0; bytes saved source: 0; bytes saved target: 100732
Equal: src 26 and target 23; bytes saved source: 0; bytes saved target: 93683
DFOR: src 6 and target 7; bytes saved source: 0; bytes saved target: 81640
Dict_1to1: src 4 and target 5; bytes saved source: 0; bytes saved target: 80752
Dict_1to1: src 9 and target 10; bytes saved source: 0; bytes saved target: 58938
Dict_1toN: src 11 and target 25; bytes saved source: 0; bytes saved target: 47531
Dict_1toN: src 17 and target 18; bytes saved source: 0; bytes saved target: 37755
Dict_1toN: src 15 and target 14; bytes saved source: 0; bytes saved target: 25231
Dict_1to1: src 21 and target 28; bytes saved source: 0; bytes saved target: 17388
Dict_1to1: src 3 and target 1; bytes saved source: 0; bytes saved target: 10166
Compressing: Uberlandia_1; Row Group 0
Dict_1to1: src 15 and target 0; bytes saved source: 0; bytes saved target: 88774
Dict_1toN: src 22 and target 24; bytes saved source: 0; bytes saved target: 80888
Equal: src 49 and target 2; bytes saved source: 0; bytes saved target: 80073
Equal: src 35 and target 36; bytes saved source: 0; bytes saved target: 75585
Equal: src 13 and target 14; bytes saved source: 0; bytes saved target: 74367
Dict_1to1: src 16 and target 48; bytes saved source: 0; bytes saved target: 73978
Dict_1to1: src 46 and target 12; bytes saved source: 0; bytes saved target: 73812
Equal: src 67 and target 66; bytes saved source: 0; bytes saved target: 41423
Dict_1toN: src 34 and target 71; bytes saved source: 0; bytes saved target: 40390
Dict_1toN: src 70 and target 6; bytes saved source: 0; bytes saved target: 39079
Dict_1to1: src 10 and target 8; bytes saved source: 0; bytes saved target: 34620
Equal: src 5 and target 9; bytes saved source: 0; bytes saved target: 33981
Dict_1to1: src 39 and target 30; bytes saved source: 0; bytes saved target: 33202
DFOR: src 45 and target 7; bytes saved source: 0; bytes saved target: 31504
Dict_1toN: src 29 and target 28; bytes saved source: 0; bytes saved target: 27029
Dict_1to1: src 60 and target 3; bytes saved source: 0; bytes saved target: 24858
Dict_1toN: src 33 and target 69; bytes saved source: 0; bytes saved target: 17319
Dict_1to1: src 51 and target 59; bytes saved source: 0; bytes saved target: 17258
Dict_1toN: src 19 and target 57; bytes saved source: 0; bytes saved target: 15242
DFOR: src 32 and target 11; bytes saved source: 0; bytes saved target: 12075
Equal: src 40 and target 38; bytes saved source: 0; bytes saved target: 10230
Dict_1to1: src 58 and target 20; bytes saved source: 0; bytes saved target: 10174
Equal: src 52 and target 55; bytes saved source: 0; bytes saved target: 10105
Equal: src 68 and target 54; bytes saved source: 0; bytes saved target: 10100
Equal: src 50 and target 53; bytes saved source: 0; bytes saved target: 10100
Equal: src 64 and target 17; bytes saved source: 0; bytes saved target: 10100
Dict_1to1: src 61 and target 23; bytes saved source: 0; bytes saved target: 9998
Dict_1toN: src 27 and target 56; bytes saved source: 0; bytes saved target: 8080
Dict_1toN: src 26 and target 42; bytes saved source: 0; bytes saved target: 3537
Compressing: USCensus_1; Row Group 0
Equal: src 315 and target 314; bytes saved source: 0; bytes saved target: 172564
Equal: src 276 and target 277; bytes saved source: 0; bytes saved target: 84833
Equal: src 329 and target 331; bytes saved source: 0; bytes saved target: 41492
DFOR: src 337 and target 297; bytes saved source: 0; bytes saved target: 37714
Equal: src 343 and target 266; bytes saved source: 0; bytes saved target: 30862
Dict_1toN: src 9 and target 8; bytes saved source: 0; bytes saved target: 30695
Dict_1toN: src 220 and target 240; bytes saved source: -917; bytes saved target: 22650
Dict_1toN: src 285 and target 284; bytes saved source: -865; bytes saved target: 21085
Numerical: src 340 and target 349; bytes saved source: 0; bytes saved target: 19960
Dict_1toN: src 16 and target 37; bytes saved source: 0; bytes saved target: 17664
Dict_1toN: src 161 and target 253; bytes saved source: 0; bytes saved target: 14768
DFOR: src 222 and target 224; bytes saved source: 0; bytes saved target: 13987
Dict_1toN: src 234 and target 225; bytes saved source: -1663; bytes saved target: 15347
Dict_1toN: src 252 and target 254; bytes saved source: -1505; bytes saved target: 13902
Dict_1toN: src 26 and target 7; bytes saved source: 0; bytes saved target: 11979
DFOR: src 323 and target 258; bytes saved source: 0; bytes saved target: 11609
Dict_1toN: src 271 and target 353; bytes saved source: 0; bytes saved target: 11242
Dict_1toN: src 351 and target 350; bytes saved source: -1025; bytes saved target: 11874
DFOR: src 25 and target 31; bytes saved source: 0; bytes saved target: 10591
Dict_1toN: src 27 and target 20; bytes saved source: -1217; bytes saved target: 11342
Dict_1toN: src 192 and target 267; bytes saved source: 0; bytes saved target: 9975
Dict_1toN: src 244 and target 212; bytes saved source: 0; bytes saved target: 9434
Dict_1toN: src 309 and target 308; bytes saved source: -1557; bytes saved target: 10788
Dict_1to1: src 269 and target 344; bytes saved source: -1736; bytes saved target: 10704
Dict_1toN: src 19 and target 28; bytes saved source: -1341; bytes saved target: 8658
Dict_1toN: src 273 and target 256; bytes saved source: 0; bytes saved target: 7204
Dict_1toN: src 288 and target 283; bytes saved source: -613; bytes saved target: 7606
Equal: src 189 and target 95; bytes saved source: 0; bytes saved target: 5590
Dict_1toN: src 188 and target 255; bytes saved source: 0; bytes saved target: 5522
Dict_1toN: src 296 and target 223; bytes saved source: 0; bytes saved target: 5234
Dict_1toN: src 324 and target 243; bytes saved source: 0; bytes saved target: 5121
DFOR: src 275 and target 193; bytes saved source: 0; bytes saved target: 3904
DFOR: src 316 and target 217; bytes saved source: 0; bytes saved target: 3891
Dict Sharing: src 190 and target 191; bytes saved source: 0; bytes saved target: 3740
Equal: src 170 and target 131; bytes saved source: 0; bytes saved target: 3686
DFOR: src 279 and target 310; bytes saved source: 0; bytes saved target: 3139
DFOR: src 132 and target 35; bytes saved source: 0; bytes saved target: 2910
Cancelled Numerical: 340, 349
Compressing: Wins_1; Row Group 0
Equal: src 80 and target 178; bytes saved source: 0; bytes saved target: 201212
Dict_1to1: src 192 and target 190; bytes saved source: 0; bytes saved target: 74432
Dict_1to1: src 0 and target 61; bytes saved source: 0; bytes saved target: 45954
Equal: src 83 and target 136; bytes saved source: 0; bytes saved target: 45828
Dict_1toN: src 189 and target 193; bytes saved source: 0; bytes saved target: 44159
Equal: src 224 and target 215; bytes saved source: 0; bytes saved target: 32448
Dict_1to1: src 95 and target 100; bytes saved source: -3021; bytes saved target: 32375
Dict_1toN: src 234 and target 236; bytes saved source: 0; bytes saved target: 27524
Dict_1toN: src 28 and target 29; bytes saved source: 0; bytes saved target: 23979
Dict_1toN: src 243 and target 238; bytes saved source: 0; bytes saved target: 22500
Dict_1to1: src 24 and target 26; bytes saved source: -1533; bytes saved target: 23499
Dict_1toN: src 170 and target 155; bytes saved source: -1702; bytes saved target: 21016
Dict_1toN: src 134 and target 81; bytes saved source: -1848; bytes saved target: 19299
DFOR: src 34 and target 32; bytes saved source: 0; bytes saved target: 17355
DFOR: src 113 and target 39; bytes saved source: 0; bytes saved target: 16323
Dict_1toN: src 139 and target 230; bytes saved source: 0; bytes saved target: 16227
Dict_1toN: src 131 and target 65; bytes saved source: 0; bytes saved target: 15819
Dict_1toN: src 180 and target 126; bytes saved source: 0; bytes saved target: 15350
DFOR: src 25 and target 40; bytes saved source: 0; bytes saved target: 14570
Dict_1toN: src 153 and target 248; bytes saved source: -13; bytes saved target: 14043
Dict_1toN: src 182 and target 183; bytes saved source: 0; bytes saved target: 13415
DFOR: src 120 and target 79; bytes saved source: 0; bytes saved target: 13391
Dict_1toN: src 37 and target 38; bytes saved source: 0; bytes saved target: 12715
Dict Sharing: src 247 and target 246; bytes saved source: -70; bytes saved target: 12743
Dict_1toN: src 140 and target 144; bytes saved source: -53; bytes saved target: 12250
Dict_1to1: src 89 and target 88; bytes saved source: -11801; bytes saved target: 22523
Dict Sharing: src 10 and target 101; bytes saved source: -4680; bytes saved target: 14913
Dict_1toN: src 157 and target 245; bytes saved source: -25; bytes saved target: 9067
DFOR: src 179 and target 228; bytes saved source: 0; bytes saved target: 8987
Dict_1toN: src 48 and target 44; bytes saved source: 0; bytes saved target: 8694
Dict_1toN: src 195 and target 253; bytes saved source: -1861; bytes saved target: 10051
Dict_1toN: src 141 and target 127; bytes saved source: -17; bytes saved target: 8174
Numerical: src 54 and target 149; bytes saved source: 0; bytes saved target: 7776
Dict_1toN: src 33 and target 92; bytes saved source: 0; bytes saved target: 7683
Dict_1toN: src 164 and target 166; bytes saved source: -7985; bytes saved target: 15346
DFOR: src 55 and target 151; bytes saved source: 0; bytes saved target: 7191
Dict_1toN: src 156 and target 242; bytes saved source: -29; bytes saved target: 7090
Dict_1toN: src 59 and target 9; bytes saved source: -1465; bytes saved target: 8424
Dict_1toN: src 43 and target 119; bytes saved source: -217; bytes saved target: 7002
DFOR: src 27 and target 6; bytes saved source: 0; bytes saved target: 6720
DFOR: src 35 and target 62; bytes saved source: 0; bytes saved target: 6547
Dict_1toN: src 118 and target 90; bytes saved source: -121; bytes saved target: 6446
Numerical: src 60 and target 123; bytes saved source: 0; bytes saved target: 6196
Dict_1toN: src 147 and target 143; bytes saved source: -1528; bytes saved target: 7451
DFOR: src 84 and target 85; bytes saved source: 0; bytes saved target: 5562
DFOR: src 4 and target 8; bytes saved source: 0; bytes saved target: 5087
DFOR: src 110 and target 109; bytes saved source: 0; bytes saved target: 4955
DFOR: src 128 and target 181; bytes saved source: 0; bytes saved target: 4674
Dict_1toN: src 252 and target 249; bytes saved source: 0; bytes saved target: 4566
Dict_1toN: src 203 and target 208; bytes saved source: -2312; bytes saved target: 6121
Compressing: YaleLanguages_1; Row Group 0
Equal: src 0 and target 8; bytes saved source: 0; bytes saved target: 78351
Equal: src 15 and target 6; bytes saved source: 0; bytes saved target: 66840
DFOR: src 7 and target 11; bytes saved source: 0; bytes saved target: 63352
Dict_1to1: src 12 and target 10; bytes saved source: 0; bytes saved target: 49466
Dict_1to1: src 21 and target 22; bytes saved source: 0; bytes saved target: 44742
Dict_1to1: src 20 and target 19; bytes saved source: 0; bytes saved target: 44718
Equal: src 27 and target 4; bytes saved source: 0; bytes saved target: 38860
Dict_1toN: src 1 and target 24; bytes saved source: 0; bytes saved target: 38312
Dict_1to1: src 18 and target 25; bytes saved source: 0; bytes saved target: 29322
Dict_1toN: src 14 and target 5; bytes saved source: 0; bytes saved target: 21934
Dict_1toN: src 3 and target 9; bytes saved source: 0; bytes saved target: 18627
